catalog,Taxon_Upham_style,Genus_species,Sex,TotL,Tail,mass_g,Fl,Fdw,Fsw,Tl,Tpw,Tmw,Hl,Hdw,Hpw,Hsw,Ul,Uol,Rl,Mcl,Ppl,Mtl,Pppl,MANUS,HRI,HPI,HEB,OLI,BI,IM,PRTI,FRI,FEB,CI,TRI,PES,log_Mass,pred_data,Mass_grams,Mass_source,Loc_mode_Categorical,Loc_mode_Ordinal,Loc_Ord,Loc_Ord2,Loc_mode_Binary,Loc_bin,Loc_mode_source
NMNH546168,Martes_americana_MUSTELIDAE_CARNIVORA,Martes_americana,NA,NA,NA,NA,1.094297369,1.0306456,0.890517393,1.032584809,0.81204065,1.069764635,1.259672555,0.961258449,0.809203508,0.959346383,0.995024635,0.691339951,0.980200324,1.588736036,1.584132128,NA,NA,-0.335469472,-0.495528493,-0.48116073,-0.60216229,-0.595988496,-1.609099513,0.304900261,1.320608653,-0.530026562,-0.188226447,-0.60447935,0.405268698,NA,0.759295754,F,873.69,PanTheria,Sc,Sc,Sc,Sc,Tree,1,ADW
UWBM60013,Martes_pennanti_MUSTELIDAE_CARNIVORA,Martes_pennanti,NA,NA,NA,NA,1.417343051,1.353086635,1.344566916,1.364374862,1.17557973,1.343539299,1.553584756,1.332845315,1.124857926,1.380800573,1.370137439,0.995161478,1.382004005,1.61564524,1.529345464,NA,NA,-0.543147849,-0.203467118,-0.414893687,-0.435920516,-0.682035712,-1.206763007,0.370899052,0.358903711,-0.101387248,-0.14897123,-0.696217908,0.387403254,NA,1.344723072,F,2900,UWBM specimen label,Sc,Sc,Sc,Sc,Tree,1,ADW
UWBM60014,Martes_pennanti_MUSTELIDAE_CARNIVORA,Martes_pennanti,NA,NA,NA,NA,1.543123587,1.616342963,1.517004149,1.509024711,1.415507148,1.546861806,1.736192247,1.653732396,1.517422075,1.619909115,1.54731089,1.552643057,1.556914301,1.914661946,2.034624722,1.7485143,NA,-0.037894239,-0.053378991,0.016280786,-0.139838428,0.007266764,-1.277721651,0.64782048,0.727770429,0.06525237,0.409591146,-0.668548863,0.666564806,NA,1.674465819,F,5700,UWBM specimen label,Sc,Sc,Sc,Sc,Tree,1,ADW
AMNH89011,Mellivora_capensis_MUSTELIDAE_CARNIVORA,Mellivora_capensis,NA,NA,NA,NA,1.567236934,1.808383314,1.74615741,1.283227648,1.516193857,1.66660041,1.861942227,2.063906664,1.781108966,2.063827136,1.756605507,1.797658075,1.581993412,1.859132949,1.447776591,1.276648301,1.44303699,-1.268928189,0.763575675,0.343227822,0.556899278,0.100321248,-1.725321605,2.340170752,0.329766766,0.783691654,1.15829108,-1.618641875,1.90872274,0.271479454,1.897345867,F,8999.99,PanTheria,Sf,Sf,Sf,B,Ground,0,ADW
NMNH567903,Mephitis_mephitis_MEPHITIDAE_CARNIVORA,Mephitis_mephitis,NA,NA,NA,NA,0.888705527,1.154704961,1.178230068,0.730121277,0.885829993,1.008621602,1.079636058,1.311623771,1.077067133,1.272715932,0.837333116,1.075285773,0.787510133,0.901245767,0.606961534,0.508557784,0.212812034,-0.949287556,0.569284538,0.432213168,0.552603639,0.450329355,-1.626811186,0.769169844,-0.171455782,1.081096341,1.164814277,-0.915452227,1.100414016,-0.68360079,1.252378198,F,2399.99,PanTheria,Sf,Is,Is,B,Ground,0,ADW
AMNH18,Mustela_erminea_MUSTELIDAE_CARNIVORA,Mustela_erminea,NA,NA,NA,NA,-0.023185808,0.011194645,-0.168423888,-0.149688469,-0.108241502,0.064946654,0.226881197,0.013035394,-0.031616597,-0.084162604,-0.235702353,-0.379157084,-0.264606861,0.461727561,0.462303633,NA,NA,-0.196127964,-0.657638135,-0.228250334,-0.524107118,-0.418999617,-2.248775234,0.321690928,1.190365951,-0.523248934,0.036416808,-0.425151403,0.371899878,NA,0.211806493,F,284.5,PanTheria,T,T,T,T,Ground,0,SUNY ESF
AMNH200850,Mustela_putorius_MUSTELIDAE_CARNIVORA,Mustela_putorius,NA,NA,NA,NA,0.381338537,0.673433966,0.26630182,0.297536198,0.441323439,0.459693167,0.628499032,0.674262785,0.496036911,0.517572283,0.329624112,0.353505735,0.238657403,0.830948347,1.021896402,NA,NA,0.302887232,-0.226369209,0.075532532,0.045334824,-0.062605184,-1.934419794,0.672784308,0.983313506,-0.381433423,1.205391908,-0.408990346,0.433225706,NA,0.813106114,F,975.55,PanTheria,T,T,T,T,Ground,0,Wiki
AMNH51469,Nandinia_binotata_NANDINIIDAE_CARNIVORA,Nandinia_binotata,NA,NA,NA,NA,1.39567003,1.361224788,1.324275739,1.230879529,1.159752078,1.261753315,1.535518868,1.363710536,1.049435887,1.393908904,1.332360266,1.315712336,1.284873552,1.336880833,1.593867005,NA,NA,0.440539907,-0.141547914,-0.517495081,-0.341591786,-0.056016066,-1.542574745,0.643360721,-0.230555025,-0.100480405,-0.039405023,-1.127519205,0.489709491,NA,1.202592173,F,2167.2,PanTheria,A,A,A,A,Tree,1,ADW
NMNH256920,Neovison_vison_MUSTELIDAE_CARNIVORA,Neovison_vision,NA,NA,NA,NA,0.465972914,0.657098784,0.596573879,0.405215376,0.547698505,0.665874433,0.759582438,0.717480961,0.570420069,0.666245677,0.355223225,0.631743083,0.23641411,1.032519429,1.070667284,0.713807456,0.917024379,-0.160085936,-0.168773599,-0.030908015,-0.137948522,0.491937178,-2.452143146,0.598813668,1.417561762,0.408471199,0.75530011,-0.345013326,0.838496294,0.335379987,0.89338352,F,1150,Elton Traits,Saq,Is,Is,B,Ground,0,ADW
AMNH85041,Paguma_larvata_VIVERRIDAE_CARNIVORA,Paguma_larvata,NA,NA,NA,NA,1.411569215,1.358271323,1.592493221,1.213820871,1.255683733,1.445503363,1.587135175,1.446552287,1.174104398,1.635355958,1.427511083,1.503064857,1.367518219,1.490961495,1.514023864,NA,NA,-0.252393743,0.300328801,-0.383222012,-0.27432665,0.143034445,-1.421804558,1.085580006,-0.007116768,0.761841978,-0.108692785,-1.256604849,1.217890923,NA,1.536933262,F,4300,PanTheria,A,A,A,A,Tree,1,ADW
UWBM81816,Panthera_leo_FELIDAE_CARNIVORA,Panthera_leo,NA,NA,NA,NA,3.087627174,3.084855946,3.013488241,2.936048982,2.902797342,3.135918334,3.271019704,3.093355958,2.980057692,3.032350541,3.278672418,3.206408729,3.333667372,3.599661035,3.39672854,3.342140745,3.155997097,-0.99824964,-0.055990108,0.036357076,-0.210184859,0.003387477,-0.486501682,1.690449705,1.009733432,0.161039343,0.316648673,-1.666166194,2.276481344,-0.397283913,3.29746047,F,158623.93,PanTheria,T,T,T,T,Ground,0,ADW
AMNH135846,Panthera_tigris_FELIDAE_CARNIVORA,Panthera_tigris,NA,NA,NA,NA,3.104329046,3.2149435,2.997827559,2.875800609,2.901090659,3.165776519,3.246619541,3.21989968,3.148234773,3.066953244,3.270155987,3.608360687,3.170135845,3.535484318,3.276358587,3.326179426,3.00410135,-1.108872964,0.071028932,0.48013169,0.122736766,0.97751012,-1.133501751,1.69431534,1.081392511,0.058715868,0.803085587,-1.928107318,2.677834559,-0.643743476,3.307479897,F,161914.66,PanTheria,T,T,T,T,Ground,0,ADW
AMNH113032,Paradoxurus_hermaphroditus_VIVERRIDAE_CARNIVORA,Paradoxurus_hermaphroditus,NA,NA,NA,NA,1.379148208,1.430175509,1.432109436,1.179931642,1.253758796,1.496290138,1.654968251,1.452759001,1.26283871,1.615237535,1.417263985,1.312011951,1.417388755,1.268243307,1.401803324,NA,NA,0.078371895,0.103687426,-0.338084793,-0.39207177,-0.220130668,-1.511087058,1.487406124,-0.651985582,0.29916749,0.295010534,-1.250495557,1.543363107,NA,1.392758054,F,3200,PanTheria,A,A,A,A,Tree,1,ADW
NMNHA49973,Prionailurus_planiceps_FELIDAE_CARNIVORA,Prionailurus_planiceps,NA,NA,NA,NA,1.38376588,1.187968658,1.289728466,1.413987017,1.081138137,1.422250533,1.605764171,1.196221774,1.106622683,1.249928612,1.584243361,1.547453346,1.569947667,1.880282111,1.514023864,1.712941099,1.381279742,-1.182923514,-0.546323429,-0.533474716,-0.769992897,-0.074158941,-0.58986079,1.127129755,0.817979415,-0.171471182,-0.619433029,-0.333375829,0.511590214,-0.708475225,1.441169536,F,3533.76,PanTheria,T,Is,Is,B,Ground,0,ADW
NMNH395048,Prionodon_linsang_PRIONODONTIDAE_CARNIVORA,Prionodon_linsang,NA,NA,NA,NA,0.850579117,0.675929036,0.716869685,0.656087763,0.474201923,0.864365815,0.973518545,0.544005236,0.460620665,0.715324961,0.612193578,0.409570703,0.677077009,0.955660127,0.918940685,0.971202337,0.814287958,-0.34907755,-0.45963411,-0.612844759,-0.844443777,-0.456892512,-1.624298544,0.141323137,0.238035496,-0.367446756,-0.610325996,-1.04077659,0.792518319,-0.420888121,0.640450257,F,684.83,PanTheria,A,A,A,A,Tree,1,ADW
UWBM38625,Spilogale_putorius_MEPHITIDAE_CARNIVORA,Spilogale_putorius,NA,NA,NA,NA,0.278722226,0.468335527,0.323257131,0.075103785,0.311369211,0.381130223,0.471309196,0.602455711,0.446734421,0.335784687,0.19043151,0.368354254,0.114094181,0.740174338,0.263822053,-0.105720274,-0.022167566,-1.302357763,-0.300701567,0.30135404,0.232008722,0.248172411,-1.776539564,0.733412468,1.146329143,0.088450512,0.720083617,-0.861600675,0.812885845,0.02842383,0.49364363,F,506.9,UWBM specimen label,Sf,Is,Is,B,Ground,0,ADW
NMNH564281,Spilogale_putorius_MEPHITIDAE_CARNIVORA,Spilogale_putorius,NA,NA,NA,NA,0.383754028,0.618603781,0.457167446,0.226824795,0.446249506,0.258134877,0.59283267,0.685482044,0.549972203,0.652825236,0.34903843,0.508598886,0.311614665,0.606426724,0.256275568,0.139993145,0.618927377,-1.040826339,0.140443384,0.273592415,0.151289924,0.222952231,-1.487258199,0.81759237,0.277176541,0.200208309,0.938873027,-0.714696443,-0.01611978,1.033126833,0.547878462,F,566.49,PanTheria,Sf,Is,Is,B,Ground,0,ADW
NMNH395839,Suricata_suricatta_HERPESTIDAE_CARNIVORA,Suricata_suricatta,NA,NA,NA,NA,0.673723866,0.746287562,0.916527284,0.665019424,0.576808372,0.912366569,0.956697293,-1.970178232,0.517355389,0.89990234,0.910114095,0.683542066,0.94304575,1.250521434,0.766378021,0.961197466,0.690798295,-1.35742661,-0.057857241,-0.489835813,-2.627774734,-0.475399556,-0.331637122,1.480552984,0.785046408,0.856030178,0.283353719,-0.205150396,0.942072332,-0.626343228,0.671611588,F,729.99,PanTheria,F,Is,Is,B,Ground,0,ADW
NMNH262103,Taxidea_taxus_MUSTELIDAE_CARNIVORA,Taxidea_taxus,NA,NA,NA,NA,1.235312392,1.502967113,1.319152485,0.811076579,1.252473847,1.266194123,1.608074891,1.760625051,1.406055295,1.624563274,1.509706072,2.038480627,1.345918948,1.444836876,1.69850903,0.945764698,1.405495982,0.415863393,0.227206377,0.037598152,0.400318974,1.303139927,-1.60437601,3.38300684,-0.128513717,0.380199748,1.229758267,-1.979534952,1.894480472,1.018737969,1.830148454,F,7842.15,PanTheria,Sf,Is,Is,B,Ground,0,ADW
NMNH244925,Urocyon_cinereoargenteus_CANIDAE_CARNIVORA,Urocyon_cinereoargenteus,NA,NA,NA,NA,1.242367513,1.171869061,1.062414617,1.124079167,0.948939415,1.358037487,1.461775092,0.89736451,0.904515226,1.129299424,1.302960452,0.873108706,1.319599725,1.894051461,1.402915656,1.685238366,1.370045242,-1.420124046,-0.524851972,-0.642931728,-1.021522065,-0.769006299,-1.056434459,1.113992943,1.502143495,-0.443075561,-0.194598365,-0.890734575,1.170577144,-0.681445903,1.480924037,F,3833.71,PanTheria,Sc,Sc,Sc,Sc,?Tree,NA,ADW
UWBM39060,Ursus_americanus_URSIDAE_CARNIVORA,Ursus_americanus,NA,NA,NA,NA,3.033101116,2.981537908,3.105776542,2.692552227,2.790609975,2.87272824,3.18246942,3.202604739,2.750112266,3.209615769,3.162207446,2.731880692,3.221271058,2.968323533,2.994992043,2.415831244,2.661608947,-0.405038088,0.569554349,-0.260725681,0.228569159,-0.646406891,-0.582933787,1.906873967,-0.445675147,0.662013513,0.113599357,-2.257753321,2.001654974,0.513501698,3.121052247,F,110500,PanTheria,T,T,T,T,Ground,0,ADW
NMNH397431,Vulpes_vulpes_CANIDAE_CARNIVORA,Vulpes_vulpes,NA,NA,NA,NA,1.780033441,1.618767408,1.464605695,1.844185845,1.365459596,1.710833194,2.038766278,1.341642618,1.358241617,1.511169868,2.029535667,1.386524257,2.082894818,2.529541703,2.076477454,2.294513988,2.060108116,-1.399922776,-0.778456721,-0.787840259,-1.175806969,-1.019215846,-0.293558051,1.337610855,1.472146795,-0.736023322,-0.453912038,-0.351443771,0.268641568,-0.520843774,1.592674876,F,4820.36,PanTheria,T,T,T,T,Ground,0,ADW
UWBM6741,Dama_dama_CERVIDAE_CETARTIODACTYLA,Dama_dama,NA,NA,NA,NA,2.202385972,2.234864953,2.054578961,2.492477052,2.01461633,2.431136334,2.175048882,1.570484508,1.946628282,2.130619808,2.501356402,2.70982146,2.519470852,4.039254157,2.582015655,NA,NA,-2.761006619,0.188665157,0.045631388,-1.038096836,0.554223516,1.358144555,0.069540079,8.818867581,-0.209693695,0.335572355,0.499285248,0.871973821,NA,2.799958117,F,57224.61,PanTheria,T,T,T,T,Ground,0,ADW
UWBM26646,Raphicerus_campestris_BOVIDAE_CETARTIODACTYLA,Raphicerus_campestris,NA,NA,NA,NA,1.770541856,1.816215653,1.640018808,2.09692048,1.636538595,2.088309033,1.606534849,1.21047388,1.416588562,1.533022489,1.784659504,2.269833546,1.957881298,3.703732204,2.392006984,NA,NA,-2.61729859,0.018377941,0.063528948,-0.747390334,1.209892526,1.567854675,-1.178411502,10.8985287,-0.222820548,0.328422778,0.889508505,0.835087183,NA,2.023763033,F,11661.53,PanTheria,T,T,T,T,Ground,0,ADW
UWBM34167,Cabassous_centralis_DASYPODIDAE_CINGULATA,Cabassous_centralis,NA,NA,NA,NA,0.87828032,1.332893523,1.517004149,0.413567874,1.0291631,0.580548746,0.983072635,1.704200623,1.391429396,1.509472941,0.796360429,2.263685624,0.343613312,0.525659509,NA,0.481097972,NA,NA,1.565107108,1.606322866,2.129592708,5.148246965,-2.880375784,1.254843895,-0.508520694,2.684061316,2.123468799,-1.99919559,0.511688826,NA,1.459587517,F,3669.69,PanTheria,F,Is,Is,B,Ground,0,ADW
UWBM20735,Dasypus_novemcinctus_DASYPODIDAE_CINGULATA,Dasycercus_novemcinctus,NA,NA,NA,NA,1.354201787,1.558033231,1.760802369,0.840512899,1.307792241,1.485181468,1.114199502,1.393860067,1.070214906,1.371352466,1.084682955,2.45754954,0.669488007,1.322078694,0.692636305,NA,NA,-1.618078435,0.752911623,0.33633899,0.686682949,4.687684222,-2.228185973,-0.15295963,1.118132316,1.674946219,0.950539548,-2.292835619,2.843826086,NA,1.495383274,F,3949.01,PanTheria,F,Is,Is,B,Ground,0,ADW
UWBM35468,Euphractus_sexcinctus_DASYPODIDAE_CINGULATA,Euphractus_sexcinctus,NA,NA,NA,NA,0.967769283,1.246432886,1.581378936,0.465133802,0.986119696,0.87350773,1.107535146,1.577254002,1.336793089,1.687962317,0.928377191,2.349657024,0.5070152,0.926005423,0.258795586,0.658406978,0.342560028,-1.652762994,1.792695197,1.061622334,1.255620171,4.918197036,-2.771931163,1.617765352,0.127014371,2.576670167,1.238149999,-2.145735769,1.453620372,-0.713097306,1.583560631,F,4731.16,PanTheria,F,Is,Is,B,Ground,0,ADW
UWBM78646,Myoprocta_acouchy_DASYPROCTIDAE_RODENTIA,Myoprocta_acouchy,NA,NA,NA,NA,0.873037437,0.936111331,1.212149136,0.955441735,0.746214166,1.125572809,1.001499525,0.447067359,0.627455075,0.880378762,0.855576211,0.883283661,0.880298978,1.064861108,0.337130405,NA,NA,-1.759191191,-0.186810727,-0.368826009,-1.034168393,-0.008735099,-0.862239681,-0.003060282,0.256322472,1.280142044,0.272832718,0.119805814,0.826580303,NA,0.802650945,F,954.87,PanTheria,T,T,T,T,Ground,0,ADW
AMNH65718,Antechinus_swainsonii_DASYURIDAE_DASYUROMORPHIA,Antechinus_swainsonii,NA,NA,NA,NA,-0.26433164,-0.252067573,-0.099516432,-0.430357314,-0.531756563,-0.142986887,-0.442211263,-0.034670035,-0.421852941,-0.066030242,-0.203933194,0.132557379,-0.243035307,-0.701200108,-0.946748019,NA,NA,-0.688505757,0.742025442,0.292854848,0.872153968,0.578104514,1.211596609,0.034908349,-0.924555604,0.400012331,-0.08010536,-0.494326744,0.465993507,NA,-0.558423376,F,58.69,PanTheria,T,T,T,T,Ground,0,ADW
UWBM68899,Antechinus_stuartii_DASYURIDAE_DASYUROMORPHIA,Antechinus_stuartii,NA,NA,NA,NA,-0.786295909,-1.145820125,-0.868254779,-0.94339097,-1.340055542,-1.118266508,-0.777213616,-1.014073961,-1.083708105,-0.886349731,-0.860746562,-1.124336827,-0.905670307,-1.209730426,-1.30068453,-0.733196123,-1.221719495,-0.251172852,-0.439505879,-0.417810531,-0.639138407,-0.660642628,-0.502167237,0.015893374,-0.972124385,-0.453784971,-1.354522609,-0.240102444,-1.020314329,-1.022816918,-0.902255195,F,29.01,PanTheria,Sc,Sc,Sc,Sc,Tree,1,Wiki
NMNH396649,Dasyuroides_byrnei_DASYURIDAE_DASYUROMORPHIA,Dasyuroides_byrnei,NA,NA,NA,NA,-0.090869642,-0.133353313,-0.330721578,-0.022196767,-0.518338631,-0.142986887,-0.050981225,-0.303618198,-0.357551735,-0.347537075,0.096223279,-0.308748435,0.236863053,-0.136488122,-0.369256622,0.50935781,-0.014223486,-0.714398281,-0.670214751,-0.347534526,-0.615046847,-0.8096482,1.653854766,0.309426622,-0.648684083,-0.783070608,-0.26102451,0.495247816,-0.546545708,-1.042073943,-0.254237256,F,109.47,PanTheria,Sf,Is,Is,B,Ground,0,ADW
FMNH127359,Dasyuroides_byrnei_DASYURIDAE_DASYUROMORPHIA,Dasyuroides_byrnei,NA,NA,NA,NA,5.27E-04,-0.050141114,-0.127164871,0.097432812,-0.238652432,0.057378516,0.046142251,-0.184257236,-0.25851452,-0.231318528,0.247743113,6.60E-04,0.325977027,-0.272425149,-0.236193325,0.440024612,-0.005272035,-0.012727713,-0.624690558,-0.334394704,-0.567919517,-0.557380045,1.573722179,0.442156939,-1.077736749,-0.471283465,-0.279283502,0.590763974,-0.280673314,-0.927007266,-0.254237256,F,109.47,PanTheria,Sf,Is,Is,B,Ground,0,ADW
FMNH119806,Dasyurus_hallucatus_DASYURIDAE_DASYUROMORPHIA,Dasyurus_hallucatus,NA,NA,NA,NA,0.607179817,0.622764388,0.49150876,0.385399844,0.035527657,0.8138077,0.685628969,0.66691801,0.785942763,0.88206423,0.600282859,0.86833438,0.560637599,0.438938916,0.340934401,0.296122,0.291604593,-0.448967174,0.495835828,0.640368396,-0.093738415,0.49731741,-0.811433914,0.713974703,-0.5186935,-0.350667153,0.048088484,-1.055659969,1.484469687,-0.1438093,0.4577172,F,470.92,PanTheria,Sc,Sc,Sc,Sc,Tree,1,ADW
NMNH283979,Dasyurus_hallucatus_DASYURIDAE_DASYUROMORPHIA,Dasyurus_hallucatus,NA,NA,NA,NA,0.710708493,0.701843494,0.78606261,0.508470556,0.26957927,0.505377214,0.815970139,0.774001641,0.677405041,1.011034472,0.745592666,0.91831181,0.71474496,0.455292743,0.329969931,0.384277442,0.480684333,-0.51832546,0.519264924,0.083964932,-0.132756731,0.290722652,-0.727805194,0.876523979,-0.768373922,0.261492437,-0.032220037,-1.018786995,0.01468209,0.075723147,0.4577172,F,470.92,PanTheria,Sc,Sc,Sc,Sc,Tree,1,ADW
FMNH57803,Dasyurus_maculatus_DASYURIDAE_DASYUROMORPHIA,Dasyurus_maculatus,NA,NA,NA,NA,1.163220423,1.18611462,1.146722401,1.014014608,0.732913119,0.944901224,1.219862132,1.111859507,0.874058531,1.087146071,1.215978992,1.100744056,1.151719416,0.901245767,0.852830818,0.757976778,0.92218548,-0.373147727,-0.175096287,-0.294540956,-0.237809511,-0.255086829,-0.659371698,0.680163842,-0.68971508,0.035039285,0.152122081,-0.981982158,0.05759286,0.24497876,1.405424102,F,3284.15,PanTheria,Sc,Sc,Sc,Sc,Tree,1,ADW
FMNH60742,Dasyurus_viverrinus_DASYURIDAE_DASYUROMORPHIA,Dasyurus_viverrinus,NA,NA,NA,NA,0.968043534,0.911264551,0.680542822,0.990004239,0.554589549,0.875934304,1.040780039,0.817916985,0.72761605,0.929167518,1.028804964,0.575792554,1.069238127,0.890279863,0.491176833,1.165069767,0.660142246,-1.164837823,-0.160574871,-0.250359962,-0.479437454,-0.820110868,-0.136864869,0.247699813,-0.438240367,-0.769034878,-0.17895357,-0.19476363,-0.088053835,-0.997706156,0.872353283,F,1101.49,PanTheria,Sc,Sc,Sc,Sc,Tree,1,ADW
AMNH35688,Dasyurus_viverrinus_DASYURIDAE_DASYUROMORPHIA,Dasyurus_viverrinus,NA,NA,NA,NA,0.955963128,0.926887658,0.719600996,0.99610898,0.57459318,0.955749817,1.050686086,0.689942783,0.649100738,0.85194726,1.068320354,0.740971126,1.110848195,0.813277776,0.571167463,NA,NA,-0.827034384,-0.335027896,-0.41414054,-0.72568102,-0.628465523,0.026361254,0.40863316,-0.655573078,-0.636987966,-0.076785481,-0.108774566,0.13733743,NA,0.872353283,F,1101.49,PanTheria,Sc,Sc,Sc,Sc,Tree,1,ADW
FMNH19982,Myrmecobius_fasciatus_MYRMECOBIIDAE_DASYUROMORPHIA,Myrmecobius_fasciatus,NA,NA,NA,NA,0.354140422,0.441917555,0.539790906,0.272130797,-0.241426697,0.56820118,0.22769136,0.435610861,0.201471034,0.413341157,0.315769932,0.511705642,0.311870135,0.604811915,-0.352402325,0.585746286,0.4150251,-2.064346396,0.375264508,0.267144783,0.399211085,0.300682998,0.362320772,-0.318363438,0.830431566,0.583783423,0.300255972,-0.390131059,0.891301229,-0.459305272,0.497994555,F,511.44,PanTheria,Sf,Is,Is,B,Ground,0,ADW
YPM7523,Myrmecobius_fasciatus_MYRMECOBIIDAE_DASYUROMORPHIA,Myrmecobius_fasciatus,NA,NA,NA,NA,0.33576228,0.505638666,0.444387156,0.236679458,0.214694438,0.458423505,0.169643271,0.472579969,0.154126023,0.321790551,0.270804135,0.193187295,0.1858162,0.507666229,-0.377958863,0.471284106,0.372667561,-1.959563475,0.280720514,0.284958282,0.645414032,-0.261923341,0.010049157,-0.444878216,0.804148996,0.310393717,0.642563724,-0.455360236,0.60371558,-0.326305329,0.497994555,F,511.44,PanTheria,Sf,Is,Is,B,Ground,0,ADW
NMNH237730,Myrmecobius_fasciatus_MYRMECOBIIDAE_DASYUROMORPHIA,Myrmecobius_fasciatus,NA,NA,NA,NA,0.3486098,0.517089544,0.426689783,0.268124467,0.280861255,0.484818829,0.284908396,0.552694651,0.201301997,0.467718784,0.23661194,0.335976353,0.226953333,0.576115935,-0.429692034,0.481097972,0.350814104,-2.127094424,0.379497447,0.143097046,0.562462735,0.083212054,-0.39731702,-0.376343146,0.776971633,0.209846242,0.638438166,-0.381316066,0.603500274,-0.386857359,0.497994555,F,511.44,PanTheria,Sf,Is,Is,B,Ground,0,ADW
NMNH173904,Sarcophilus_harrisii_DASYURIDAE_DASYUROMORPHIA,Sarcophilus_harrisii,NA,NA,NA,NA,1.370010848,1.439933489,1.289728466,1.201631432,1.163210045,1.120601226,1.620027526,1.571615207,1.526481254,1.3111217,1.640779539,1.545371939,1.651367518,1.615101428,1.11096408,0.930170328,1.059384967,-1.422250615,-0.459014777,0.282711523,-0.076054912,-0.183107636,-0.259858913,2.088937816,-0.055729337,-0.131721399,0.371136354,-1.13176144,0.112323935,0.171191106,1.852055725,F,8202.25,PanTheria,T,T,T,T,Ground,0,ADW
FMNH46006,Sarcophilus_harrisii_DASYURIDAE_DASYUROMORPHIA,Sarcophilus_harrisii,NA,NA,NA,NA,1.358347561,1.45299218,1.30123205,1.248914425,0.8176153,1.204867178,1.630665216,1.527240551,1.520327978,1.421725189,1.666271398,1.165350945,1.700050663,1.647718193,1.257276596,1.129687339,1.069492303,-1.211094713,-0.264574512,0.244927908,-0.193527799,-0.848666147,-0.066543376,2.104469419,-0.044438362,-0.062056452,0.472428324,-0.899808307,0.25222406,-0.227431427,1.852055725,F,8202.25,PanTheria,T,T,T,T,Ground,0,ADW
AMNH35504,Thylacinus_cynocephalus_THYLACINIDAE_DASYUROMORPHIA,Thylacinus_cynocephalus,NA,NA,NA,NA,2.300965681,2.075530275,2.082277807,2.223438365,1.776150819,1.777321185,2.374555641,1.990266095,1.998485395,2.062737578,2.478211576,2.805573566,2.4209988,2.257664075,1.91108105,2.197338359,1.914961776,-1.175642931,-0.351654739,-0.234950508,-0.674196525,0.854578581,-0.360355725,1.019649037,-0.287931998,-0.402335371,-0.612377009,-1.126831423,-0.466466166,-0.609277948,2.198996571,F,16700,Rovinsky et al 2020 (Proc. B),T,T,T,T,Ground,0,ADW
FMNH56442,Cynocephalus_volans_CYNOCEPHALIDAE_DERMOPTERA,Cynocephalus_volans,NA,NA,NA,NA,1.675958533,0.844096994,0.904769826,1.616214075,0.367612237,0.935691841,1.803393436,1.022159288,0.851648791,1.410562674,1.910884385,-0.276828035,2.176445616,1.781171301,1.892395083,0.878767405,1.417455431,-0.046493473,-0.584118506,-1.171956292,-1.297933081,-2.215739693,1.648254801,1.26395343,-0.477671857,-1.738424001,-2.294473276,-0.823914629,-1.229234614,1.247418879,0.934070549,F,1250,PanTheria,G,G,G,A,Tree,1,ADW
FMNH171074,Galeopterus_variegatus_CYNOCEPHALIDAE_DERMOPTERA,Galeopterus_variegatus,NA,NA,NA,NA,1.409592005,0.482864812,0.430112105,1.33736937,0.307252836,0.655070333,1.572993412,0.695497273,0.535722849,0.765632587,1.735459515,-0.284738607,2.019979429,1.437407014,1.544501184,0.418672707,0.96242532,-0.017267614,-1.224700084,-1.285828725,-1.425500274,-2.14526412,2.208616654,1.708059656,-0.80852753,-2.106469777,-2.503139831,-0.771218721,-1.320216426,1.23826494,0.877074911,F,1112.2,PanTheria,G,G,G,A,Tree,1,ADW
FMNH60764,Caluromys_derbianus_DIDELPHIDAE_DIDELPHIMORPHIA,Caluromys_derbianus,NA,NA,NA,NA,0.495679006,0.49236636,0.298128521,0.24799094,0.127143421,0.175410055,0.439783746,0.637812349,0.19282162,0.616894216,0.489874201,0.326111699,0.537660652,0.009607368,0.715896269,-0.281959802,0.747269524,2.350304987,0.396017946,-0.183407693,0.395836692,-0.399188216,0.383613531,0.404903612,-1.090948014,-0.594857085,-0.039418182,-1.113590656,-0.304574129,2.921236644,0.279325886,F,326.72,PanTheria,A,A,A,A,Tree,1,ADW
NMNH464247,Caluromys_derbianus_DIDELPHIDAE_DIDELPHIMORPHIA,Caluromys_derbianus,NA,NA,NA,NA,0.409747756,0.517089544,0.254601455,0.211950734,0.183055317,0.035583753,0.380359554,0.643478171,0.233025735,0.783987168,0.406080366,6.60E-04,0.453328733,0.141357358,0.677783438,-0.451088224,0.594744494,1.608166204,1.011920219,0.014978353,0.560288046,-0.790655654,0.261993528,0.340475802,-0.713846365,-0.490561583,0.388487285,-0.888436962,-0.593418533,2.978228123,0.279325886,F,326.72,PanTheria,A,A,A,A,Tree,1,ADW
