catalog,Taxon_Upham_style,Genus_species,Sex,TotL,Tail,mass_g,Fl,Fdw,Fsw,Tl,Tpw,Tmw,Hl,Hdw,Hpw,Hsw,Ul,Uol,Rl,Mcl,Ppl,Mtl,Pppl,MANUS,HRI,HPI,HEB,OLI,BI,IM,PRTI,FRI,FEB,CI,TRI,PES,log_Mass,pred_data,Mass_grams,Mass_source,Loc_mode_Categorical,Loc_mode_Ordinal,Loc_Ord,Loc_Ord2,Loc_mode_Binary,Loc_bin,Loc_mode_source
UF16909,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,161,72,16,-1.0861279305935891,-1.0477673179515004,-1.0732254217836286,NA,-1.0896591143496002,-1.204505857657688,-0.9795714979741259,-0.9749138054441053,-1.1296341778277523,-1.0362767169659473,-0.9601175642441111,-0.9681344524796172,-0.9540673691809959,-0.9611621777476504,-1.0011711186032861,-0.8649734074426431,-0.83731877044811,-0.14408838764834048,-0.38050909895976176,-0.227065056544899,-0.18794301126073742,-0.23974326486048772,0.40797863825865827,NA,-0.18046423327277383,-0.22500038556175678,-0.09215092333629844,NA,NA,-0.14108230795751878,-1.1343613904190133,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF16911,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,NA,NA,17.6,-0.9834748556411851,-1.062396545156876,-0.9222024533973787,NA,-1.1214932453747792,-1.0785066900712823,-0.9329256800724437,-1.0044072111258466,-1.144939954535876,-0.8948043744082631,-0.9556834127266723,-1.0884891868595294,-0.9097229278103266,-0.9535117977248726,-0.8611012344706772,-0.9798157302251378,NA,0.2397365694296661,-0.17931951985324843,-0.34427002181698535,-0.34408965749119286,-0.4662564213644478,0.3820350182118563,NA,-0.26946116542198306,-0.05837006065715118,-0.5110988878566177,NA,NA,NA,-1.0883461443319828,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF16912,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,NA,NA,NA,-0.7715617528740278,-0.7971645690853499,-0.6158920844108852,-0.7896761704502026,-0.8169688346256785,-0.8222477149591775,-0.8306136931813968,-0.7998363792431021,-1.00882402655123,-0.88270912484428,-0.8133773090262013,-0.7905123433275639,-0.7749714780325254,NA,-0.8154977285936635,-0.5703078201670456,-0.7711663736282791,NA,-0.34732367018242033,-0.26439070505021744,-0.11743606476218188,-0.16720045678153955,0.5381738782487239,-0.4816216099692513,NA,0.2894324414837111,-0.29114694989557843,0.4877818381284484,-0.6431091766397531,-0.565340314763957,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17076,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,168,78,17.6,-1.0068831031089676,-1.05750181510235,-1.0063121578541425,NA,-1.1123134033376698,-1.1399106653927276,-0.9925777705170824,-0.9624764565485597,-1.0946260828109684,-0.9444011178813025,-0.9372089503586637,-1.0164113006589386,-0.8870372276159595,-0.9573315542204138,-0.9695034743824644,-0.9376319916912534,-0.9740403138367518,-0.06662146058526844,-0.1683391644460406,-0.12921312711087873,-0.13350476082683682,-0.36980307700202414,0.8777481988024063,NA,-0.23691217377005386,-0.25085776319481135,-0.4131486617713116,NA,NA,-0.27607209212129347,-1.0883461443319828,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17197,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,157,75,14.6,-1.172301232638908,-1.112385373216769,-1.2314236369035794,-1.1531674687074995,-1.343004585808173,-1.2211930581127814,-1.101399638281736,-1.056583949461558,-1.1813918788847722,-1.2273855227642902,-1.0594196969963459,-1.103374080221314,-1.0221744963689048,-0.9650037303154478,-0.9508419503431259,-1.0116723115884714,-1.09576312964895,0.009297711980036222,-0.5309631331006162,-0.09735594640206947,-0.11071763022301635,-0.315638928888582,0.7530484991767384,0.15190552242828867,0.044088615054817086,-0.45129572457841655,-0.020485195281824686,0.8767467196881688,-0.8685040271871219,-0.37382453833976564,-1.1785695427089848,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17198,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,183,82,23,-0.9221490850027758,-0.976993971137077,-0.8337388797478759,-0.9827030418606572,-1.0029970106332176,-1.0343655643696188,-0.852034785605153,-0.9020200498542879,-1.0799147189170455,-0.8471156778631579,-0.9120834369247761,-0.9681344524796172,-0.8839716768552486,-0.9383402201767564,-0.9947798796786359,-0.9464151364644101,-1.0171380002794306,-0.19164696408534954,-0.23509183246597018,-0.36479834320322513,-0.29295065378564283,-0.32549276780959835,0.055475609030685887,0.09853722946879166,-0.35690379113649695,0.038790716922441536,-0.41747262601247775,0.3519098170171595,-0.765545537938216,-0.3440888393554867,-0.9591525550906617,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17214,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,157,70,NA,-1.0824229817539741,-0.9678421777290552,-1.0732254217836286,NA,-1.028360654045032,-1.204505857657688,-0.9991281836533653,-0.909919752541883,-1.070201508576048,-1.0362767169659473,-0.9779932171081953,-0.9546496474075808,-0.9605171291383263,-0.8938249837436021,-0.9202831102358892,-0.9442145443114691,-0.9846960407150395,-0.11336567090269549,-0.34507645417555716,-0.06386047134173216,-7.052433994331325e-4,-0.18098006162918603,0.48797890230135677,NA,0.022480665205923244,-0.23576660722107373,0.2106857337993653,NA,NA,-0.2845694845928391,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17196,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,152,71,13.3,-1.1962427823368222,-1.097185793009853,-1.2444411420656036,-1.1937780634255117,-1.1732447563409243,-1.1399106653927276,-1.1336548674806852,-1.0744538496967972,-1.2408882040797207,-1.1959976881161953,-1.0785919426065131,-1.1108779790171783,-1.0563432301363653,-0.9961372158934421,-1.007591742637778,-1.0489244125540316,-1.107349127771538,-0.06051758772384618,-0.4160446151240546,-0.15937651496793015,-0.0814996197255174,-0.29563263606677775,0.7511040405982765,0.19417146624575612,0.047220124149040435,-0.42305710377671557,0.13128798633108305,0.8023892606715127,-0.5879966477122626,-0.326279590626553,-1.2235937627981177,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF26041,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,179,82,19,-0.9090727006255899,-1.033300942668704,-0.9324193460620797,-0.9431651489115416,-1.094156717620096,-1.0489058209757853,-0.8364221932923376,-0.9298823543846986,-1.119532435008455,-0.9571166472634532,-0.8950096421275676,-1.05919872063115,-0.8387670149241772,-0.8974788890026627,-0.8963085597377142,-0.890219334612182,-1.0785547405921134,-0.035085533811919194,-0.48076297589909545,-0.46705601893374776,-0.3807267641404673,-0.5154009039990574,0.21301683894118212,0.040878629567113196,-0.33003784483666593,-0.3086584569030809,-0.6591473975319412,0.4753789692008631,-0.8781062157758646,-0.5605834545762874,-1.0513930036335255,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF16910,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,170,86,22.1,-1.0531444525353024,-1.05750181510235,-0.9427183030005624,NA,-1.0674145095407472,-1.0785066900712823,-1.0046112370396179,-1.0172557186830369,-1.15524785763872,-0.9571166472634532,-0.9556834127266723,-1.1108779790171783,-0.9254013779998126,-0.9383402201767564,NA,-0.9288997639854116,NA,NA,-0.171891799592954,-0.23154275271887484,-0.22731068211589495,-0.5048110014910399,0.7249507163720538,NA,-0.12899755934052085,0.09019842951665988,-0.24958911021651997,NA,NA,NA,-0.9784240800892692,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF31473,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,147,72,12.2,-1.1151919460725905,-0.9542342073881441,-1.0063121578541425,-1.11603156253486,-1.054258307938033,-1.0785066900712823,-1.0346106633157917,-0.9258651504630958,-1.1095108655962471,-1.0227273662901457,-0.9942749779748641,-0.9886153525067048,-0.9844206762902779,-0.8974788890026627,-0.9202831102358892,-0.8796487294020663,-0.9582011555515942,-0.10277240103276686,-0.25166097799285675,-0.07710716781556069,0.04135896733151407,-0.21659769983087582,0.5644731001679366,0.26926786861090796,0.08892122009057653,0.07515695167929282,0.39855681972951773,0.7445154291762087,-0.5979452848032122,-0.3552792473568383,-1.2652725007262215,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF31474,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,135,65,11.6,-1.2454409191719846,-1.062396545156876,-1.0732254217836286,-1.21323148548589,-1.1400610413018342,-1.2211930581127814,-1.1679389184713578,-0.9916848775302233,-1.2027039648469993,-1.1355099236796455,-1.113764619032712,-1.1413139760193547,-1.1044145254536135,-0.9961372158934421,-1.0270326589400678,-0.973076099022916,-1.0785547405921134,-0.1151420770599681,-0.23174638582831103,-0.008444052065450744,0.19024325899453015,-0.2898084330373419,0.6799856167500137,0.17993723686379592,0.15463959125269028,0.26709767081606306,0.4727799279226783,0.9830600716829733,-0.7490403549683783,-0.4123968221753456,-1.2896202476802687,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF16918,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,160,78,17.9,-1.1114063416406579,-1.1277648342867517,-1.1198564968386444,-1.1224233973791065,-1.1926167019632177,-1.1088296023222053,-1.0424983114015713,-1.0477405893451932,-1.1813918788847722,-1.1503574454130263,-0.8425244818580092,-1.030524941841935,-0.9465795723888994,-0.9882860959132802,-0.9884177581165552,-0.9865856520064202,-1.0391735598088296,-0.0291826093449847,-0.4883774730929517,-0.2126104148245572,-0.2147764275635075,-0.551511019176373,0.8349044953348483,0.7689346331337504,-0.1821910359917772,-0.2934574227002551,-0.30182691658027144,0.690625375359839,-0.6606261547212239,-0.3110630578720112,-1.080186040290684,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF16919,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,162,75,21,-1.0147770850834277,-1.1072990681205237,-0.8432721076428393,-1.0346019099536274,-1.2272695040196622,-1.1399106653927276,-0.9763394082130451,-1.0389571846735335,-1.1973421261412034,-1.0362767169659473,-0.9565691417191353,-1.0234498392500047,-0.9285579960686664,-1.0000800101065872,-1.014042023239532,-1.0047889558442982,-1.0559212934081579,-0.06719213431916872,-0.38631572361629674,-0.36711136616663165,-0.3295448864731698,-0.3490530505347582,0.5341244766065517,0.03358813144923766,-0.30843616370533045,0.30336742182463683,-0.5627392959216955,0.5981669680384026,-0.9107123733034657,-0.30930505803303343,-1.0030732440423082,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF16920,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,177,87,NA,-0.9503649715112396,-1.0673097808510739,-0.9531006532105302,NA,-1.1123134033376698,-1.09357569600189,-0.9475935036385027,-1.0699632135657675,-1.1296341778277523,-1.0093244979500389,-0.9172456567489189,-0.9955113378020444,-0.8788771196800488,-0.9048165816127668,-0.9082443868217485,-0.8923423864939873,-1.022615785696304,-0.047383830724996426,-0.385214809906294,-0.28722561685855813,-0.4472368723547192,-0.3664553141929555,0.6471171636146329,NA,-0.1705967545570111,-0.25256294247153005,-0.6392678199657971,NA,NA,-0.45437716779928555,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF16932,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,167,81,17.7,-1.1038668853803537,-0.9632903366720731,-1.0618278956687632,NA,-1.0762641385310043,-1.1880396862311629,-1.0424983114015713,-1.0345877126507688,-1.1296341778277523,-1.0920053460122967,-0.9761955440424218,-1.0024424173212318,-0.9497837836841351,-1.0000800101065872,NA,-0.9979369119099999,-1.0671941532910778,NA,-0.3765106647146092,-0.10443820063526668,-0.1864417883638433,-0.27557826297037774,0.8158286632702985,NA,-0.2071921596873588,-0.13756242398255392,0.3147305637818468,NA,NA,-0.3443299668793087,-1.0856107564908943,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17185,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,163,67,16.8,-1.0218329875447951,-1.023745390107751,-1.0393323494553193,-1.03083387260918,-1.0630134561014768,-1.2552548536869286,-0.9795714979741259,-1.0433414434318267,-1.144939954535876,-1.0638279229468643,-0.9681339160670486,-1.0884891868595294,-0.93277779017494,-0.9922059335045984,-0.9570347909464573,-0.9574665804674796,-1.0336334085647236,0.07320358685117072,-0.43389601430006475,-0.2580392888027752,-0.3321811107009865,-0.4455395672955906,0.5293610627375603,-0.003225970638728389,-0.2810713148032479,-0.30755039076531987,-0.2362813867732579,0.6562936914101605,-1.1690782125273282,-0.3553091884234909,-1.1108057595777718,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17191,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,165,81,18.8,-0.9981659039470706,-1.0095425242228506,-1.0963289881990606,NA,-1.045565034130081,-1.1717887650463508,-0.9371002558661362,-0.983272203640583,-1.119532435008455,-1.0638279229468643,-0.9206975380577819,-1.0234498392500047,-0.890109425763358,-0.9383402201767564,-0.9385380534159522,-0.9245525602154699,-1.0171380002794306,-0.03465893590926713,-0.5074476468896467,-0.28664809981495165,-0.2922142069861192,-0.41064945228759553,0.5185193198700178,NA,-0.251195240305479,-0.5383903585943258,-0.2684101790716751,NA,NA,-0.3849686407933084,-1.0565019895358099,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17194,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,168,73,NA,-1.0522396694925067,-0.9954932058413072,-1.0393323494553193,-1.091520752866991,-1.058628092725588,-1.09357569600189,-1.016752893106145,-0.9749138054441053,-1.1656406004041677,-1.0362767169659473,-1.0043171521004324,-1.133640974394104,-0.9691627384154052,-0.9611621777476504,-1.0011711186032861,-1.0116723115884714,-1.050317339882592,-0.14408838764834048,-0.3127015800505258,-0.22959114335739164,-0.10968081588506005,-0.46407875573470425,0.5444391914926157,0.04813876123833113,-0.1174053870407205,-0.21994799347479582,-0.016116478450921717,0.5192136113065331,-0.6871434250447711,-0.28505544677294964,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17195,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,170,80,NA,-1.0369505746107246,-0.976993971137077,-0.9020097015016539,NA,-1.1032015607546382,-1.1557475390240344,-0.9784932750075551,-0.9666089870913757,-1.139817387194467,-1.0093244979500389,-0.9319741563778735,-0.9546496474075808,-0.9086838409842677,-0.945904640418693,-0.9263416154759804,-0.9420171623597442,-0.9321785752202826,0.022829637789017233,-0.3291034218982484,-0.24974982946480648,-0.17216517047499993,-0.26505436196881044,0.6623440820539306,NA,-0.19906929780226082,0.1746314238383192,-0.0014109943871278006,NA,NA,-0.18284482548819977,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF31664,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,164,77,20.2,-1.0209489768265618,-0.9632903366720731,-0.9120663275271528,NA,-1.0630134561014768,NA,-0.9784932750075551,-0.8902600850526478,-1.1095108655962471,-0.7569120321630199,-0.9459764977386114,-0.9346695210693079,-0.93277779017494,-0.8938249837436021,-0.9385380534159522,-0.833999628088524,-0.9218980531505159,-0.16399324638495627,0.23101181278940244,-0.1878508050643911,-0.0010191255086861627,-0.20146587722124892,0.5228656983630098,NA,-0.038585114669357774,0.09026564466823833,-0.008175869653717277,NA,NA,-0.3706025937001284,-1.0218249082579918,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF31665,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,166,80,19.2,-0.9033914395523187,-1.062396545156876,-0.8528767461499045,-0.9178463426281737,-1.094156717620096,-1.0785066900712823,-0.8728041133605482,-0.9420092500423397,-1.0847994875538178,-0.8707307394220347,-0.8916192551996587,-1.037636990306781,-0.8387670149241772,-0.8685215737748715,-0.9082443868217485,-0.8360448491234093,-0.9687414764374336,-0.15281747839286072,-0.24452021460769033,-0.33662925965338564,-0.33442318816922356,-0.48403207989651825,0.4266159913308605,-0.1303596676651801,-0.21822592742288138,-0.08020887777419473,-0.7756478085392902,0.5703494977172134,-0.9933450152084868,-0.4556585446279238,-1.046337515948643,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF23194,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,F,128,61,14,-1.1595083174519092,-1.0673097808510739,-1.0505307895911706,-1.1474558805523578,-1.182892595006785,-1.09357569600189,-1.0698968679316816,-0.9959117890340463,-1.134715517151269,-0.9699639461357328,NA,NA,NA,NA,NA,-1.0093743629188796,-1.0447348164419599,NA,-0.06978448623402608,-0.060273268437231874,-0.04220371469245406,NA,NA,NA,NA,0.06839665451526895,0.10902204565644155,0.8333914122326909,-0.5690610563897096,-0.2783909989685811,-1.1988296340481421,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17199,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,175,84,21.4,-0.9520432709705092,-1.000159456072534,-0.8920313379503308,NA,-1.058628092725588,-1.0636181556177873,-0.892885884048021,-0.9666089870913757,-1.1145117082431109,-0.9444011178813025,-0.8933134420164265,-1.0024424173212318,-0.8576777991221245,-0.9048165816127668,-0.8381133365031606,-0.8670611486788384,-0.8914838676369731,0.15678639171165815,-0.3562950336125304,-0.3578528821910761,-0.3453421620029086,-0.4197345052021942,0.43886069104836484,NA,-0.26015655435434343,-0.05752100010381635,-0.3970445547710137,NA,NA,-0.24775026682184656,-0.9939636405315608,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17233,Ochrotomys_nuttalli_CRICETIDAE_RODENTIA,Ochrotomys_nuttalli,M,168,79,NA,-1.0271492638337543,-1.0526254518079092,-1.1559775684161009,NA,-1.0807129431057054,NA,-0.9624223888783552,-1.0001525366067394,-1.1500833877896202,-1.0638279229468643,-0.9477364883753523,-1.030524941841935,-0.9118033904805318,-1.0524155141019507,-0.9446764512884337,-0.8442536163640467,-0.9529593973140085,0.2979833798906654,-0.4638735251220647,-0.30028280009453623,-0.27672679407865125,-0.37714404615924674,0.5465154243042937,NA,-0.4638561997387292,-0.6275258888901114,-0.3243132895073109,NA,NA,-0.41097840504575334,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17202,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,F,180,76,31.2,-0.7389112497950273,-0.8173130237390379,-0.402309721287888,NA,-0.860905402440335,-0.5497254041407665,-0.7962777539612182,-0.8863636994790612,-0.9284831529799105,-0.6830325361782988,-0.8238341486560998,-0.8701098433750772,-0.7940019162490639,-0.7919578192809075,-0.9508419503431259,-0.6155874509240294,-0.8518928825181519,-0.47564540701695773,0.01036204759382534,-0.16573578867586486,-0.3706169431616601,-0.2999425463085605,0.22765717461332696,NA,-0.17530258099911214,0.9680357576165652,-0.4783320631565129,NA,NA,-0.6305333945418632,-0.8119369339096841,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17210,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,M,181,79,31.3,-0.7656991039694933,-0.7733916629912316,-0.5533326896741381,NA,-0.7850165674060182,-0.5694587989141066,-0.8181136647992288,-0.8556074247671683,-0.9113031448629597,-0.7788551403373898,-0.8286863421975551,-0.8513239705563561,-0.807476968595418,-0.8021454839859457,-0.9385380534159522,-0.49338763221456655,-0.8276829064151904,-0.41725929487342533,-0.15684024705742058,-0.08618461863776868,-0.26390185092432344,-0.2560515406893851,0.2800109376678795,NA,-0.1579254239172725,0.49101542266401893,-0.2236750624279851,NA,NA,-0.789953672670568,-0.810391989671479,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17212,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,M,170,77,29.2,-0.7112402080151392,-0.8502147632091431,-0.6901245103607451,NA,-0.9378112636790062,-0.6306110168900364,-0.7710868313393143,-0.9339120535174653,-1.0605624456017615,-0.7678350389170279,-0.805385394387216,-0.8891584641807478,-0.7533978861263386,-0.7751478223970563,-0.8611012344706772,-0.5583461742962579,-0.832492888034352,-0.2877355834817944,-0.2247515858604855,-0.47096505150635704,-0.5117568040621084,-0.36714682510379487,0.3064652122836109,NA,-0.2125069067973746,-0.1433491201550093,-0.685300382431402,NA,NA,-0.6927914436306961,-0.8439217836398131,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17048,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,F,165,73,35.1,-0.7028390943163321,-0.8173130237390379,-0.3754561063856092,-0.7782104504133468,-0.8387409627150318,-0.48302554353918026,-0.8152453999463811,-0.8034806776423862,-0.9635607174280043,-0.6933210039116204,-0.818194025269456,-0.9084772871867143,-0.7882658969816283,-0.8227550179105901,-0.8043258028698915,-0.5980107630333537,-0.83731877044811,0.006370497332982396,0.026613325449353912,-0.20164019168824643,-0.15794016048431414,-0.37995208425478055,0.37074839957655104,-0.6538090676499918,-0.23474890749007565,0.938339528673873,-0.6003063531322701,0.1775579560754555,0.300772301724402,-0.6348283232308256,-0.7550719129671885,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17208,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,F,181,84,34.8,-0.6697487536914665,-0.8051865037746752,-0.41595041637482416,-0.7215669921299834,-0.8314406853587888,-0.5895104879394338,-0.731913501128353,-0.9020200498542879,-0.9028000075593593,-0.6830325361782988,-0.7598944952179928,-0.8513239705563561,-0.7121157380139387,-0.6909664586156951,-0.7822465561048206,-0.48040216333983876,-0.7034651494436325,-0.3102113490015525,-0.12088682582214307,-0.23667585556108406,-0.5226204763681909,-0.3772062536013511,0.30749917118669573,-0.5244170059180473,-0.10077274841995305,0.6607593439795909,-0.6682323425819195,0.2745777575942999,-0.17165829434878827,-0.5999261770126991,-0.7592160986052628,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17305,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,M,162,71,28.5,-0.794523508134725,-0.8295537669226429,-0.6816610258679296,-0.8430634006229465,-0.8534727929744388,-0.7744272898199583,-0.8589224649121503,-0.8442594932937395,-0.995073860357564,-0.8588669814555329,-0.8417067492515405,-0.8327936957840123,-0.8113506410668124,-0.681583401398904,-0.7987731781886706,-0.4852586051418009,-0.6686019259713019,-0.37916044218456046,-0.2463398643152668,-0.1823948891079872,-0.1554854878795746,-0.1968601570205634,0.49984890788890984,-0.4285243399092842,0.21427667386340687,0.14004842497211242,-0.32889072189489815,0.3495300886064754,-0.4024799637298997,-0.5290032301637786,-0.8556366136276915,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17242,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,F,178,74,24,-0.7204009051388925,-0.8712095541305502,-0.4507008697081767,-0.7712471083131575,-0.8721392076774223,-0.5497254041407665,-0.7878284613699879,-0.9020200498542879,-1.0180746988255858,-0.7247088385597151,NA,-0.8024593864801045,NA,-0.8578211471677156,-0.8611012344706772,-0.6209007017973424,-0.8038678904895006,-0.05191795395852784,-0.09986707102222192,-0.3613153498815876,-0.4182504235902938,NA,NA,NA,NA,0.7114195978903092,-0.726389021934097,0.3031770818138506,0.07101445148009856,-0.5359143901671576,-0.9386050004131794,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17245,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,F,183,70,51.9,-0.705633650613951,-0.8213804739864268,-0.4791956700448897,-0.7375307959717715,-0.860905402440335,-0.6516823309615783,-0.7364105888467526,-0.8518137259313743,-0.9724845080525786,-0.7569120321630199,NA,-0.8145121570521969,NA,-0.882922387643426,-0.9757798142394598,-0.6102928758392345,-0.8421606591346621,-0.29546162787921093,-0.2679834425103368,-0.36610815785460354,-0.41650242458740033,NA,NA,NA,NA,0.5528720244064075,-0.6050532005004083,0.38819478486325537,-0.30937657677222546,-0.622481818225758,-0.5662423944726351,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF17250,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,F,170,76,37.3,-0.7000503208605013,-0.7733916629912316,-0.5009901876020917,-0.7375307959717715,-0.8759067240194954,-0.6306110168900364,-0.753637415041305,-0.8255644037142463,-1.0320790322193145,-0.8125156671832805,-0.8085767925318444,-0.7437453731054927,-0.7901753242569263,-0.7919578192809075,NA,-0.5823652149363067,NA,NA,-0.3482605163150111,-0.4484331506906015,-0.33006139538826695,-0.08340030727766345,0.004611719291001081,-0.5960109879477093,-0.23136602530002867,0.4545656294386614,-0.4553599913451616,0.3583020791267461,-0.25052447830450253,NA,-0.7257217651336363,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF22943,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,F,164,70,25,-0.8896929880060053,-0.8754495229590766,-0.7599220532143774,-0.9039653077598052,-0.9537867235978074,-0.9370841728938978,-0.899985652076754,-0.9624764565485597,-1.0462404268318095,-0.9444011178813025,-0.9345891535530572,-0.9084772871867143,-0.9212034643395228,-0.9611621777476504,-0.9757798142394598,-0.599759231088967,-0.8814850059393882,-0.07312323910910429,-0.34336338376816516,-0.20871686675358714,-0.3228946969192537,-0.17170822730847907,0.1265322817410127,-0.3952751197965459,-0.31290300644398794,0.18131907692917107,-0.15757991605841304,0.5645435214490598,-0.6898133561528625,-0.7078427316075826,-0.9188963593480862,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF22949,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,M,164,70,23,-0.7893042927365844,-0.8543866746352509,-0.796299336850887,-0.8083376556710808,-0.857183483945474,-0.8847321105330395,-0.8238685351295987,-0.8786059084740221,-0.9859895685293254,-1.0362767169659473,-0.858151081201542,-0.8701098433750772,-0.8328472507806106,-0.7195144522833614,-0.7713364750857933,-0.5566450955601002,-0.761956071147775,-0.20124067691833303,-0.6450308150747234,-0.23101123987170372,-0.30045257859546964,-0.23835402883553167,0.17308852808466355,-0.4987457392177827,0.0934035770277144,-0.24172447617411777,-0.437211252345306,0.4918415060640203,-0.757991828899489,-0.5725530858824046,-0.9591525550906617,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF22981,Peromyscus_gossypinus_CRICETIDAE_RODENTIA,Peromyscus_gossypinus,M,165,70,25,-0.8856903884150664,-0.8797033705973829,-0.7333007527811025,-0.8956987641058621,-0.8721392076774223,-0.9106325841853146,-0.8868299358105575,-0.8292819018938961,-0.9814718137355346,-0.8948043744082631,-0.9026675859990432,-0.8891584641807478,-0.8677331630039531,-0.7421446196307758,-0.9022637212889038,-0.5532486903764182,-0.8814850059393882,-0.48344957013015916,-0.2675844268025879,-0.09886422598912274,-0.06260187758887671,-0.19337080582010555,0.34618765237459853,-0.30427984992930474,0.16090701409606978,0.25901038568249846,-0.1883198754313597,0.5839491426615215,-0.6413827395069208,-0.7830445523771589,-0.9188963593480862,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
