catalog,Taxon_Upham_style,Genus_species,Sex,TotL,Tail,mass_g,Fl,Fdw,Fsw,Tl,Tpw,Tmw,Hl,Hdw,Hpw,Hsw,Ul,Uol,Rl,Mcl,Ppl,Mtl,Pppl,MANUS,HRI,HPI,HEB,OLI,BI,IM,PRTI,FRI,FEB,CI,TRI,PES,log_Mass,pred_data,Mass_grams,Mass_source,Loc_mode_Categorical,Loc_mode_Ordinal,Loc_Ord,Loc_Ord2,Loc_mode_Binary,Loc_bin,Loc_mode_source
FMNH60908,Petauroides_volans_PSEUDOCHEIRIDAE_DIPROTODONTIA,Petauroides_volans,NA,NA,NA,NA,1.428939403569756,NA,0.8086914632130685,1.297485380804548,NA,NA,1.3697851329723134,0.9381208270756237,0.5584863433263324,0.7902872375556713,1.2291044733893306,1.1955011340420885,1.2013807291272853,0.5155190908965821,1.4724077992734643,-0.09467989823133888,0.9351831648191008,3.58121898233291,-0.9484569024840266,-1.0793616329910396,-0.8363699426501685,-0.0936149371955157,-1.1643289002042254,-0.4223883997369515,-1.5583938161688586,-1.5139737266552922,NA,-0.9731919697410302,NA,2.9579931828510446,0.9725688651125333,F,1257.17,PanTheria,G,G,G,A,Tree,1,ADW
FMNH129430,Petaurus_breviceps_PETAURIDAE_DIPROTODONTIA,Petaurus_breviceps,NA,NA,NA,NA,0.03934315019609884,-0.2233810510210778,-0.24302165209019652,-0.045346050000249334,-0.5347369081635267,-0.36116899944772374,0.11422584015123019,0.0328643474972637,-0.2935305253462038,0.022697561112202884,0.28395970824957395,-0.1455652242425122,0.3889303303217874,-0.282360719033896,0.35833396870723494,-1.1292926499477771,-0.2515451876253284,2.172637946458898,-0.2706184072918721,-0.5802614100748731,-0.27639468601208905,-0.8481901872988306,1.594131468640579,1.049518190414218,-1.226900813662158,-0.8959467613678396,-1.002409727760455,-0.2009997897418532,-1.0279552086407857,2.2308387178885773,-0.15852890923631147,F,120.76,PanTheria,G,G,G,A,Tree,1,ADW
NMNH297823,Petaurus_breviceps_PETAURIDAE_DIPROTODONTIA,Petaurus_breviceps,NA,NA,NA,NA,0.20273134870195986,0.044301265055506134,-0.04879598835258183,0.06249355775897171,0.02301321523847275,-0.07537900813370861,0.2856132485691202,0.26683600653215944,0.0038309600586126737,0.09149642862980284,0.3669848525007448,-0.23235299172407564,0.45606340603906226,-0.2505322846602619,0.44033088681985766,-0.8504396828028512,-0.20410575278731752,2.3934225665474824,-0.4456177423473962,-0.325894993440321,-0.1266389974395659,-1.075719245454651,0.8905697037694309,0.9799817024225002,-1.3601953114934293,-0.7961466433199155,-0.6403261327911426,-0.5145098070614434,-0.5648169895822029,1.4647702623513117,-0.15852890923631147,F,120.76,PanTheria,G,G,G,A,Tree,1,ADW
AMNH35763,Petaurus_norfolcensis_PETAURIDAE_DIPROTODONTIA,Petaurus_norfolcensis,NA,NA,NA,NA,0.257150012970929,-0.06980202636778704,-0.15503750011211065,0.20656104535668776,-0.24309919108414763,-0.34778337599221837,0.3173198013031975,-0.009539872420667984,-0.07482756070690491,-0.03729741528007257,0.5166631756701668,-0.12570916897230597,0.636945538585793,-0.1853770297327114,0.4949264196451157,-1.1445370121137892,0.18058682608659576,2.33416346138275,-0.7283221837905509,-0.5290861536173255,-0.7307251810135772,-1.1217280483900944,1.8239724008433835,0.9748383330332482,-1.4263723193883948,-1.1846192943529508,-1.176447103497783,-0.14347719912714849,-1.4295336324619374,4.169233838205084,0.1525232376523181,F,230,PanTheria,G,G,G,A,Tree,1,ADW
FMNH46005,Petaurus_norfolcensis_PETAURIDAE_DIPROTODONTIA,Petaurus_norfolcensis,NA,NA,NA,NA,0.4994724985600818,0.18854704681194076,0.16813323282574044,0.4530646391604732,-0.08418407209213662,0.3693673846606237,0.5226444669566556,0.3443439983163373,0.09260124877050684,0.4163413336614335,0.6808548045569102,-0.23235299172407564,0.8105686973140108,-0.0016528329655979214,0.7319064025090675,-0.6640952044241306,0.28170566540801256,2.5486984499811407,-0.23200991706176788,-0.5727758809735335,-0.4396305404770183,-1.4221962174614082,1.5498232328342307,0.6156885589688199,-1.425050954075937,-0.9627487387668106,-1.101287493644697,-0.2314402783508239,-0.2513738821103129,2.5451318400372283,0.1525232376523181,F,230,PanTheria,G,G,G,A,Tree,1,ADW
AMNH65226,Petrogale_inornata_MACROPODIDAE_DIPROTODONTIA,Petrogale_inornata,NA,NA,NA,NA,1.6008727278142256,1.6239038330866178,1.5026548918955485,1.8157109003517538,1.3628469549548954,1.681008792628743,0.9250878595099454,1.0959474894979628,0.7089870092016128,1.1340752092611814,1.1508538446723071,1.0583397277556612,1.1307550542956866,0.691786492029642,1.1591560179264364,1.9439023091719954,2.0715064774160323,1.3110525755122036,0.6040684202275197,-0.10677876901246229,0.3922181921725061,-0.21638425317021043,0.9134760999204133,-2.9619433166849904,-0.8211230767501982,-0.16522675831850292,0.22815246323003638,0.4903705629438875,0.2513536250030083,0.27347786769513216,1.5941556576570495,F,4555.52,PanTheria,Sal,T,T,T,Ground,0,ADW
AMNH197579,Petrogale_lateralis_MACROPODIDAE_DIPROTODONTIA,Petrogale_laterralis,NA,NA,NA,NA,1.5972048963111372,1.5399500934391364,1.5973480192715321,1.9981324456998577,1.33063723835713,1.7598170348016784,1.0621520755316498,1.1234512940463752,0.8176743746649431,1.1221887016502732,1.3545963036797815,1.073557251278124,1.4261680359942432,0.8121248115111549,0.8742174592638607,2.026908394616306,2.033447975397312,-0.04244841822334723,0.24517464202658598,-0.14795475076756318,0.13123585985223238,-0.5387078116720047,1.876130915063001,-2.6856549101817735,-1.0023652436064787,0.15161423979334634,-0.09135948560391857,1.4750224191274346,0.018619704048346553,0.004124651835985347,1.5954637984113063,F,4567.88,PanTheria,Sal,T,T,T,Ground,0,ADW
AMNH3837,Petrogale_penicillata_MACROPODIDAE_DIPROTODONTIA,Petrogale_penicillata,NA,NA,NA,NA,1.9406849655945113,1.995897713565818,2.0013876577591216,2.3717956819815234,1.7667418923611493,2.1785481181577087,1.4149305354169925,1.4593539636431532,1.206704235079219,1.3819967145242968,1.6731709384367237,1.4800422101341917,1.7129101283864292,1.0185078579063196,1.2335110915375471,2.4704586665451647,2.4425504616680627,0.39261168956539,0.09136736819805084,-0.02080683313991784,0.1251495721988886,-0.35952605930668696,1.3341291711284193,-2.7585344153710047,-1.184301944677127,0.4185069944369047,0.4128650746017606,1.4555525457930247,0.35027737794073543,-0.04085651049789921,1.7968091914829538,F,6931.6,PanTheria,Sal,T,T,T,Ground,0,ADW
AMNH70326,Petrogale_xanthopus_MACROPODIDAE_DIPROTODONTIA,Petrogale_xanthopus,NA,NA,NA,NA,1.740981126465553,1.8531629109851562,1.7079639625233594,2.178516022905689,1.5486176815843293,1.792970406683297,1.1255706335046738,1.1807179169416975,0.9860147187495858,1.1986122530080907,1.4657915280924305,1.3053774998557637,1.4677284925270184,0.8049106780410286,0.7628572034973121,2.288019701465943,2.2482016304446355,-0.32698839538578467,0.2903619495229955,0.09105885546072308,0.12263638570551078,-0.31704249383557903,1.7104043020650939,-2.9345906278391665,-1.1063591331684266,0.06475519433691358,0.6282571675984995,1.6025789004433952,-0.3239322062420915,-0.07835958815626347,1.8952869045729477,F,8499.99,PanTheria,Sal,T,T,T,Ground,0,ADW
FMNH60402,Phalanger_gymnotis_PHALANGERIDAE_DIPROTODONTIA,Phalanger_gymnotis,NA,NA,NA,NA,1.3875589096188912,1.5663594113816182,1.5561884543489657,0.9938962307580109,1.1829807356448594,1.3063297595132202,1.2448442771083306,1.613869122940375,1.239438360357716,1.3732489093386473,1.3159098934566558,1.6167736159737018,1.3170300845496585,0.9325845826054483,1.439885108634598,0.09514130769652285,1.2975064226270434,1.4304749943234005,0.4576030550602039,0.43466312696059284,0.9912615585047616,0.6785825455212061,0.06168207834263992,0.37546892766169443,-0.8308811854589626,0.7164239826976222,0.8711449375194199,-1.9127593453550593,1.4090848880948088,3.755806939867565,1.3229988115992355,F,2597.89,PanTheria,Sc,Sc,Sc,Sc,Tree,1,ADW
FMNH104931,Phalanger_orientalis_PHALANGERIDAE_DIPROTODONTIA,Phalanger_orientalis,NA,NA,NA,NA,0.9258101181675181,1.1865422750418095,1.013786490711943,0.5442891208407582,0.7917217137970365,0.7616879192096764,0.7843213480780301,1.2010713433467943,0.712411072491845,0.87563403876361,0.8204593871942045,0.8612634776944723,0.8205342535201292,0.5724610135498429,1.171511353719575,-0.28897140930084525,0.6415524688696755,1.85597959811879,0.2661849874013175,0.19698390120991346,1.0814030507778547,0.02062137554650437,-0.010297549366129012,0.2168241337707044,-0.613756537585619,0.3407702090434966,1.1793651286716444,-1.7178559157420452,0.7606504076858077,2.5306266597672504,1.30203519770014,F,2487.5,PanTheria,A,A,A,A,Tree,1,ADW
UWBM68907,Phascolarctos_cinereus_PHASCOLARCTIDAE_DIPROTODONTIA,Phascolarctos_cinereus,NA,NA,NA,NA,1.8422604580261286,1.7693612843961652,1.690841189126909,1.468107066450792,1.3924455168066021,1.3764587888003519,1.8715237990038947,2.068027220117832,1.6682719626156157,1.9203155771911704,2.1083930174666503,1.6626074174312349,2.1663182902067613,1.542225024064388,1.729919718102721,0.888129330333856,1.2044480779134277,0.24756647174979243,0.3840381047822824,0.056448481488186764,0.5639524904851243,-0.7477060675540461,1.173931791755506,2.031849109680472,-1.0398029438266163,-0.291953517538329,-0.117839789049372,-1.9954677338451512,0.21126706749973803,0.6634578465674739,1.7724759750037993,F,6590.9,UWBM specimen label,A,A,A,A,Tree,1,ADW
UWBM68922,Phascolarctos_cinereus_PHASCOLARCTIDAE_DIPROTODONTIA,Phascolarctos_cinereus,NA,NA,NA,NA,1.9831006687035553,1.7820614635466334,1.7655293363597104,1.6290762347480099,1.390653683825389,1.5028586421862562,2.012189803581129,2.18290738329603,1.680929447425542,1.885964136218403,2.2680114655699817,1.7333990604537441,2.301450252004224,1.918777800301304,1.9971585011874051,NA,NA,-0.11238030198391402,-0.010518326696769532,-0.1999925229410864,0.5093109885466922,-0.8687304119120985,1.0971365039956114,2.0523860027494383,-0.5544925241151338,-0.4661956746704886,-0.5678440642271297,-1.9746877869028223,0.1831879586081351,NA,1.8702243071630231,F,8070,UWBM specimen label,A,A,A,A,Tree,1,ADW
UWBM35465,Potorous_tridactylus_POTOROIDAE_DIPROTODONTIA,Potorous_tridactylus,NA,NA,NA,NA,1.0716938139951506,1.0153432127858846,1.1414401553588525,1.1012125747658064,0.8729203073909516,1.312473255514061,0.4187389379758752,0.5638918386074685,0.38453560225658595,0.45907421872606635,0.7733080523472096,1.0005085445510906,0.7396516668485013,0.6507047651858864,0.08054527523247289,1.064387816759446,0.7305804706405252,-1.47686823090039,0.07176558854171286,0.23025141590457418,0.27342153064919517,0.4336685906131325,1.7994116018831774,-2.283507442276235,0.08266508102312,0.30193859560061553,-0.1596834627727727,-0.14209201621574163,1.0717911147269616,-0.7090866801956391,0.8877731080662579,F,1054.67,PanTheria,Sal,T,T,T,Ground,0,ADW
AMNH65431,Pseudocheirus_peregrinus_PSEUDOCHEIRIDAE_DIPROTODONTIA,Pseudocheirus_peregrinus,NA,NA,NA,NA,0.7893144527480396,0.7513637423695783,0.5906492234362104,0.590016462753829,0.4539186942521734,0.38330971136973463,0.7303142565042939,0.8458524422435303,0.48866013554645593,0.8889679641991095,0.7879988132806379,0.6240463575395518,0.821606596520641,0.25171381214967703,0.9363663145788161,NA,NA,2.2803693823679017,0.42629930671616356,-0.18699593600414333,0.23100232977979235,-0.3800908003440372,0.3057438060942563,0.27008734156806224,-1.1804999634816187,-0.5766769902073933,-0.1279892165617338,-0.9936980907540264,-0.524853940187387,NA,0.8086364473255924,F,895.22,PanTheria,A,A,A,A,Tree,1,ADW
UWBM41986,Pseudocheirus_peregrinus_PSEUDOCHEIRIDAE_DIPROTODONTIA,Pseudocheirus_peregrinus,NA,NA,NA,NA,0.8037674775369337,0.9366824306587793,0.7712128338113202,0.6105127384619379,0.6683383953296814,0.5271648196484536,0.7915478271539346,1.0382432596305853,0.6935226194638155,0.906147267910381,0.7856479718616922,0.6695870624103964,0.8307649659921486,0.2748893113430985,0.8556984224213048,-0.42642971729349644,0.5347036352316508,1.8258605394638643,0.3260030220086697,0.13677163751241203,0.5811929968570388,-0.2925772175560855,0.003925619395305376,0.32959654786634807,-1.2000737828671795,-0.0806747922606074,0.5724325318753208,-0.9753806062379111,-0.17877349262857978,2.634733194049682,0.8536495118441378,F,982.7,UWBM specimen label,A,A,A,A,Tree,1,ADW
AMNH160041,Setonix_brachyurus_MACROPODIDAE_DIPROTODONTIA,Setonix_brachyurus,NA,NA,NA,NA,1.526217214030825,1.5145465720120426,1.6586163329664712,1.5706968076265992,1.2327001416410506,1.738249593320612,0.8850115004447086,1.0738589361483135,0.6546295008149783,1.025341931182041,1.1982309215209672,1.3015428069814319,1.1966643716514782,NA,NA,NA,NA,NA,0.4116112172038947,-0.14252654954709837,0.43521336805288213,0.1927289690315787,1.5882594106444872,-2.3372849015343022,NA,0.6058345765756733,0.07722271997192112,-0.274651012886836,1.1949431195425322,NA,1.3969116664744359,F,3027.67,PanTheria,T,T,T,T,Ground,0,ADW
FMNH121595,Spilocuscus_maculatus_PHALANGERIDAE_DIPROTODONTIA,Spilocuscus_maculatus,NA,NA,NA,NA,1.5201560914213117,1.7224696112673363,1.6611971963474943,1.1489500618671817,1.3168789346992718,1.2937287566742477,1.5748357809802764,1.8161337307574013,1.2770129388815163,1.5896537683795773,1.6239728769374828,1.6737558086246256,1.6804434860431041,1.2685452591526485,1.8336303255864637,0.5309303463307663,1.4344523055142775,1.6099214398997421,0.23733583649130363,-0.1896535022195018,0.6549146028779573,0.11813161303918414,0.1554656682574057,1.4804469753959004,-0.8334452727432393,0.636875202594963,1.002284916490729,-1.881124369654795,0.8487465147179791,2.5239638295814886,1.538613310089408,F,4060.46,PanTheria,A,A,A,A,Tree,1,ADW
AMNH65153,Thylogale_stigmatica_MACROPODIDAE_DIPROTODONTIA,Thylogale_stigmatica,NA,NA,NA,NA,1.889876147711374,1.824762079387335,1.8000857790117608,2.2783093895860236,1.5673980940747163,1.995605006341133,1.561131242460929,1.5934332127432353,1.2779927487932479,1.4553317778331263,1.7789290634390194,1.6003243237906044,1.883299381076817,0.980954655561359,NA,2.364742782636248,1.820428671019972,NA,-0.04764662023259816,-0.1610047903435026,0.11032930002088802,-0.32412675155226245,1.442143302823947,-2.001091121397781,-1.4918556341322142,-0.09485551933122863,-0.08136663676313839,1.2468169553708695,0.01982415054798675,-0.981412739302335,1.5894645149061897,F,4511.47,PanTheria,Sal,T,T,T,Ground,0,ADW
AMNH65131,Thylogale_thetis_MACROPODIDAE_DIPROTODONTIA,Thylogale_thetis,NA,NA,NA,NA,1.6372581565238187,1.401777821663075,1.585886818980865,1.9843658093251353,1.4760790795535745,1.5775628549882748,1.0739921846359228,1.2332890980348112,0.9783965290177107,1.175947028564372,1.429125393263456,1.2730868885759699,1.4702496529636702,0.6071337219603476,NA,2.4574130196349597,1.820428671019972,NA,0.35270351556380253,0.1854776858506172,0.3778666911437121,-0.31206209437352245,2.0904814454979106,-2.543602129633289,-1.3997755070360298,-0.011378950722547363,-0.7280044809841989,1.1567070606746406,-0.46514639682663483,-1.1126650083480618,1.6762548947428029,F,5399.95,PanTheria,Sal,T,T,T,Ground,0,ADW
FMNH60935,Trichosurus_vulpecula_PHALANGERIDAE_DIPROTODONTIA,Trichosurus_vulpecula,NA,NA,NA,NA,1.2634506001429011,1.1826262632265545,1.0516675328511196,1.0552507363992272,0.6986077007731046,0.9253027471940767,1.2559957945705107,1.2929586202375167,0.9456925051445666,1.1007445679522871,1.3956758895838997,1.1905107619752604,1.3899698400014462,0.9147027502775447,1.3365489972679285,NA,NA,1.1098756258806708,-0.2086665034970934,-0.2573398828504124,0.09182969556425374,-0.4040330180108839,0.40053020497332165,0.9064004115568348,-0.9443631648021407,-0.5489716850716101,-0.22619242093606998,-1.2084361837605038,-0.10767784034561484,NA,1.3389920567076248,F,2685.39,PanTheria,A,A,A,A,Tree,1,ADW
NMNH221114,Trichosurus_vulpecula_PHALANGERIDAE_DIPROTODONTIA,Trichosurus_vulpecula,NA,NA,NA,NA,1.5283515100986007,1.5111667279920942,1.4169305058831088,1.366534158903669,1.1526772847906661,1.131370486145018,1.463677721034613,1.5679386163549753,1.2914817792195592,1.6335932847591894,1.5850142182086275,1.383508263137931,1.6050732288150062,1.304244921913873,1.7089195739845846,0.4035465505632907,1.1900536003920117,0.9951315299901307,0.6180999969569364,0.06675522478774717,0.2774767666328539,-0.38195449325977066,0.3848422970151006,0.39074884852493774,-0.5708521577088046,-0.2168242754542741,0.055618190517095656,-1.130114415539607,-0.26668570522370344,2.070351096905035,1.3389920567076248,F,2685.39,PanTheria,A,A,A,A,Tree,1,ADW
YPM5643,Trichosurus_vulpecula_PHALANGERIDAE_DIPROTODONTIA,Trichosurus_vulpecula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7868900111327787,0.901841590463069,0.569097423567103,0.9590291603518266,0.8245863789597138,0.3626186310870651,0.8671142879650936,0.37664100759472163,0.892494122210743,NA,NA,1.5454884953736279,0.473952458277467,-0.1294292289144987,0.23526974631060626,-0.8593285310897022,0.2287659153023164,NA,-1.0473753036299587,NA,NA,NA,NA,NA,1.3389920567076248,F,2685.39,PanTheria,A,A,A,A,Tree,1,ADW
AMNH65125,Wallabia_bicolor_MACROPODIDAE_DIPROTODONTIA,Wallabia_bicolor,NA,NA,NA,NA,2.2521638705695377,2.299977181787405,2.3782980285136555,2.7899121396535573,2.281829353323741,2.3868969423020965,1.8206820497512883,1.9406443274851741,1.627807796833234,2.051187555351049,2.1094274806410436,1.883312341585646,2.2824646243477917,1.4583906272824545,1.4443396044928647,3.082427695538347,2.657913273600471,-0.3171434558268035,0.8757723618569593,0.0724831755338028,0.3546311546417329,-0.3830003525166163,2.290062684846257,-2.5455095064886075,-1.252528033623098,0.7145331965493092,0.428673053092182,1.8935849915313858,-0.09529527796913737,-0.7567815828297856,2.1695055249638275,F,14999.95,PanTheria,Sal,T,T,T,Ground,0,ADW
NMNH311769,Potorous_tridactylus_POTOROIDAE_DIPROTODONTIA,Potorous_tridactylus,NA,NA,NA,NA,0.8692381802254504,1.040377797705639,0.7980945992179039,0.8673723786429347,0.7296853905481069,0.9577481366532212,0.18471924675448542,0.41676430414469595,0.10506073849979955,0.19157329188964078,0.498813497096348,0.7097064340874089,0.4443205707316543,0.659367436680895,-0.14138231059727902,NA,NA,-1.8631880125601767,-0.04807877030197093,0.088210493134226,0.47435735634400494,0.3651619626104342,1.4743201669240753,-2.4470942658434267,0.871069736450413,-0.19142058826983943,0.7521699227448942,-0.1941849268896119,0.49514845736501584,NA,0.8877731080662579,F,1054.67,PanTheria,Sal,T,T,T,Ground,0,ADW
NMNH582761,Pseudocheirus_peregrinus_PSEUDOCHEIRIDAE_DIPROTODONTIA,Pseudocheirus_peregrinus,NA,NA,NA,NA,0.7722543221636788,0.8153471856684139,0.654696968015366,0.7053358368962864,0.39223710450785565,0.6560867232668572,0.7655806013646169,0.7444076810464177,0.5763411577984634,0.6213022751527649,0.8540433218183111,0.7818862088193013,0.9190898827673817,1.0268587258601853,1.1618808641909317,NA,NA,0.14652694323093532,-0.2692819668514597,-0.07139210532321161,-0.08851629734020898,-0.20337898100642438,0.6509664943032242,0.29810449646198717,0.4294441834662703,-0.346019399666091,0.18925554914760415,-0.43913388261023445,-0.03434684448283506,NA,0.8086364473255924,F,895.22,PanTheria,A,A,A,A,Tree,1,ADW
NMNH396674,Echinosorex_gymnura_ERINACEIDAE_EULIPOTYPHLA,Echinosorex_gymnura,NA,NA,NA,NA,0.77866267609139,0.9186549379932911,1.147531441138924,0.8012268053382231,0.7178648935501177,1.0796716534966122,0.959653985467172,0.9346909309584094,0.8023950562982987,0.796204925386729,0.8316914358200679,1.3066533352522252,0.7011664232293973,1.3366574289494475,1.0065561258436362,0.7446934217210045,0.9607948410551735,-1.0558657886189746,-0.27595169256223656,0.026616043965753164,-0.07930709803635343,1.0927005443974476,-1.4747693180978902,0.4725349765181799,1.446434643777289,1.4087463781826077,0.5994594697895012,-0.04286399832587069,1.1469980557858381,0.3975153100576855,0.7273689208164205,F,756.53,PanTheria,T,T,T,T,Ground,0,Wiki
UWBM35435,Atelerix_albiventris_ERINACEIDAE_EULIPOTYPHLA,Atelerix_albiventris,NA,NA,NA,NA,-0.0992415730391612,0.17745016944292236,0.5199328292354166,-0.21507468644549313,0.008390836528169037,0.236306640906574,0.13413725206531021,0.23939036599333752,0.35827644309539614,0.3120323644975301,0.184378199932534,0.4657346636392342,0.14278589066247843,NA,NA,NA,NA,NA,0.34985979325884126,0.8636993288163667,0.1462388878975716,0.4994552870069008,0.01315425208075253,1.7444463047720282,NA,2.385426817148615,1.0804525426885423,-0.27937469506988244,1.188480048341438,NA,0.27012906279266397,F,293.44,PanTheria,T,T,T,T,Ground,0,Wiki
UWBM38995,Atelerix_albiventris_ERINACEIDAE_EULIPOTYPHLA,Atelerix_albiventris,NA,NA,NA,NA,0.0631533533628583,0.21285226771666582,0.7354021879090918,-0.08560068304724011,0.03925826148904685,0.341004684479736,0.31983599579788524,0.13582722354692162,0.48725164558682055,0.6408263518343579,0.4063959669166437,0.6573171218892878,0.31443258264971863,0.05037482590515499,-0.8043258028698915,-0.42487120183032173,-0.9373461137160902,-1.9108487439724449,0.7802286604615368,0.7364695518236622,-0.4669751798662446,0.4502729554751571,-0.11049692400017552,2.1761179840543083,-0.7190348047891734,2.703491417080377,0.5304352658569188,-0.4924128591780623,1.1722929570462015,-1.0616358255174405,0.6419862138126895,F,633.9,UWBM specimen label,T,T,T,T,Ground,0,Wiki
UWBM15433,Scapanus_orarius_TALPIDAE_EULIPOTYPHLA,Scapanus_orarius,NA,NA,NA,NA,-1.1151919460725905,-0.6678630451515626,-0.6816610258679296,-1.1646572128026884,-0.747058368101111,-0.4374828036234991,-0.8918746715755461,0.4372337408942314,0.5743697114684296,0.8449484319047478,-0.9035210103745736,0.4490817412281087,-1.222497306687085,-1.195192124810491,-0.6616496566285305,NA,NA,1.8566476815069999,7.571663750255082,6.490633854520998,4.822900439184949,4.219170403509546,-1.3928604602415693,1.117769827098956,-0.5444190495230927,1.2915944229165672,1.7532689503733527,0.499258354467237,1.7067174011096673,NA,-0.4793827227907831,F,62.13,PanTheria,F,Ss,Ss,B,Ground,0,ADW
UWBM72976,Scapanus_townsendii_TALPIDAE_EULIPOTYPHLA,Scapanus_townsendii,NA,NA,NA,NA,-0.7253595020818666,-0.21671273530007734,-0.362237296058674,-0.7871205437949592,-0.21698537440571553,-0.3345403451117355,-0.4877897211652726,0.8509510211446898,0.9697707648781653,1.1598311605390894,-0.624485040573308,0.9266940475700784,-0.8496845772219125,NA,NA,NA,NA,NA,7.11259036882834,6.620830052871218,4.981726167810028,5.402738085841824,-1.6131465050526559,0.8774075090433873,NA,1.0776072346392558,2.161554463346914,0.252993904727865,0.8425428078394308,NA,-0.21558387103552876,F,107.3,UWBM specimen label,F,Ss,Ss,B,Ground,0,ADW
UWBM72992,Scapanus_townsendii_TALPIDAE_EULIPOTYPHLA,Scapanus_townsendii,NA,NA,NA,NA,-0.7367624197490881,-0.3149890109673325,-0.3556786462328722,-0.9046562755358744,-0.15036142984095355,-0.2940423742638453,-0.5196384269295626,0.8345644346007812,0.9812587390484021,1.171363832044361,-0.6499868008674339,0.9828310149081717,-0.9212034643395228,-1.1591642025279039,-0.6074583212631839,NA,NA,1.9277777683424728,7.444314015349687,6.9337316002541,5.069392294771569,5.903879193021772,-1.7722704006996457,1.1073880395683255,-1.1300574853079772,1.14901614069851,1.6900896505254608,-0.2330960291959517,1.387122436390635,NA,-0.19445548250372424,F,112.1,UWBM specimen label,F,Ss,Ss,B,Ground,0,ADW
UWBM72986,Scapanus_townsendii_TALPIDAE_EULIPOTYPHLA,Scapanus_townsendii,NA,NA,NA,NA,-0.6595724584859097,-0.21160644467079212,-0.19596267339521198,-0.6664236784824736,-0.11530191820100724,-0.15116399482835763,-0.4298457471874835,0.8979216261209444,1.0462655770520695,1.2599553146477327,-0.5479403974613276,1.0226803814188026,-0.7487511295049926,-1.085663209789339,-0.6026345400679217,NA,NA,1.6317035715014465,7.495394877063515,6.7887714522769,4.928871935219952,5.542650139456398,-1.440818944918829,0.7205048462509873,-1.2143945758518488,1.5175995911817273,1.842968128984222,0.4892258559414446,1.1557247691777255,NA,-0.11923318064562419,F,131,UWBM specimen label,F,Ss,Ss,B,Ground,0,ADW
UWBM72988,Scapanus_townsendii_TALPIDAE_EULIPOTYPHLA,Scapanus_townsendii,NA,NA,NA,NA,-0.6602484927572334,-0.2931013475861275,-0.19019990753629903,-0.706377909206169,-0.10115114280554319,-0.15116399482835763,-0.4581403591699413,0.8701446644466417,1.0160360108191724,1.2274708384007464,-0.5911763308172792,0.9698289668900087,-0.7552608644668581,-1.111149079716566,-1.0401452742246868,-1.2997018750014226,-1.0008269020885325,0.19265706242637748,7.441427559631825,6.760163464767305,4.9250020119279245,5.471655321393634,-1.3390913813000185,0.6301471367730683,-1.2265509637424232,1.545968835823982,1.4244207494483898,0.29749862078877104,1.2900518076266165,0.4461204647948441,-0.0439683994524689,F,153.1,UWBM specimen label,F,Ss,Ss,B,Ground,0,ADW
NMNH290520,Solenodon_paradoxus_SOLENODONTIDAE_EULIPOTYPHLA,Solenodon_paradoxus,NA,NA,NA,NA,0.5099276991280483,1.017324233433453,0.9649802018144299,0.7306128397539623,0.7271253623106846,0.7728862660750018,0.8517935685085601,1.3303272801131294,0.8455688727017235,1.3585306528149723,0.7507165856440902,1.4573990587277137,0.5959910748376056,1.3106481938787933,1.1440735778062447,0.7098975323795915,0.8751115163741022,-0.6863620049059207,1.5097711581609348,0.3678752134455236,1.2894047389061931,1.8077594806917565,-1.4401106175198763,0.8679532590703678,1.7418329205196168,1.7348023826906926,2.404933300851221,1.0708070113448263,0.2627177084951025,0.2723768488948594,0.8112020925253287,F,899.99,PanTheria,F,Is,Is,B,Ground,0,ADW
UWBM75686,Sorex_palustris_SORICIDAE_EULIPOTYPHLA,Sorex_palustris,NA,NA,NA,NA,-1.8554647188290785,-1.112385373216769,-1.426920887161343,-1.2874287647171898,-1.3765546597548253,-1.2381073022664162,-1.5445113454557482,-1.0744538496967972,-1.303327091205355,-1.3615436656601083,-1.41189024755984,-1.037636990306781,-1.540916180297865,-0.7919578192809075,-0.8381133365031606,-0.7778326128943149,-0.7482486643266466,-0.17836740726308445,0.029481678071110563,0.6062821275193424,0.9532709320653616,0.5481252273519324,0.44106418745521236,-0.10033292706861957,2.2053342878724997,1.1206813412302241,3.330625094871263,4.8609607559856105,-0.6372820981804093,-0.13145010695390144,-1.481232452048028,F,7.8,UWBM specimen label,Saq,Is,Is,B,Ground,0,ADW
UWBM77659,Sorex_palustris_SORICIDAE_EULIPOTYPHLA,Sorex_palustris,NA,NA,NA,NA,-1.7391596069675876,-1.1072990681205237,-1.3971006304509943,-1.3045353999321196,-1.348533103537176,-1.4016801050516516,-1.5330873264469163,-0.9959117890340463,-1.2576130991559225,-1.259588716367595,-1.3187048913713915,-0.8266725430707729,-1.439169919783234,-0.7885789887458132,-0.8324250057562881,NA,NA,-0.17236773255495386,0.24686746151644948,0.7020500908583143,1.1645169838742904,0.8649149963610521,0.967601278192221,0.05595377304231883,1.9869643056973756,0.7988632934236124,2.6641633591548337,3.7699372817891534,-0.9895613255867576,NA,-1.3661288824586593,F,9.9,UWBM specimen label,Saq,Is,Is,B,Ground,0,ADW
